Address,Prisantydning,Fellesgjeld,Omkostninger,Totalpris,Felleskost,Boligtype,Eieform_bolig,Soverom,Primærrom,Bruksareal,Etasje,Byggeår,Energimerking,Beskrivelse,Eiendomsmegler
"Rosenvinges vei 16, 1523 Moss",3150000,90320,3240320,3062,5031,Leilighet,Eier (Selveier),1,59 m²,67 m²,1,2018,D - mørkegrønn,"Rosenvinge Park - Strøken leilighet, fra 2018, med høy standard og garasjeplass. Påkostet med tilvalg for kr. 250.000,-",PrivatMegleren Moss
"Bergkrystallen 4, 1155 Oslo",4200000,332000,15554,4547554,3292,Leilighet,Andel,2,67 m²,67 m²,4,1957,F - rød,Lekker 3-roms toppleilighet med sydvendt balkong på ca. 8 m² | Utvidet baderom fra 2016 | Kjøkken fra 2015,PrivatMegleren Panorama
"Gina Krogs vei 5 b, 1153 Oslo",3950000,379000,19520,4348520,5591,Leilighet,Aksje,2,70 m²,70 m²,2,1954,E - mørkegrønn,Flott beliggende og svært romslig (70 kvm) 3-roms leilighet i attraktivt boligområde | Varmtvann og fyring inkludert,PrivatMegleren Panorama
"Langbølgen 58, 1150 Oslo",4200000,77000,21549,4298549,3649,Leilighet,Andel,2,70 m²,78 m²,1,1965,F - rød,Meget attraktiv 3-roms hjørneleilighet med innglasset balkong. Enkel adkomst i høy 1. etg. Pipeløp. Munkerud skole.,PrivatMegleren Panorama
"Lunden 20, 0598 Oslo",4200000,121570,4321570,2637,0,Leilighet,Eier (Selveier),1,48 m²,52 m²,5,2003,E - mørkegrønn,2-roms selveier med garasjeplass I heis I stor solrik terrasse I Fyring og varmtvann inkludert I Perfekt førstegangskjøp,PrivatMegleren Panorama
"Steinspranget 63, 1157 Oslo",3900000,180000,15554,4095554,2968,Leilighet,Andel,2,63 m²,65 m²,3,1957,E - rød,"Meget pen og tiltalende 3-roms med solrik, vestvendt balkong | Peis | Nytt kjøkken i 2017 | Bad oppusset i regi av brl.",PrivatMegleren Panorama
"Feltspatveien 45, 1155 Oslo",3400000,275000,15554,3690554,2737,Leilighet,Andel,1,54 m²,54 m²,1,1953,F - rød,"Meget innbydende 2-roms leilighet | Trapp fra solrik, vestv. balkong ned mot felles grøntarealer | Bad fra 2015 | Vv ink",PrivatMegleren Panorama
"Gladvollveien 9, 1168 Oslo",9100000,239070,9339070,2500,0,Leilighet,Eier (Selveier),2,134 m²,169 m²,3,1900,G - rød,3-roms toppleilighet i nydelig Jugendgård | Fantastisk fjordutsikt og svært gode solforhold | Garasjer | Modernisering,PrivatMegleren Panorama
"Landingsveien 84, 0767 Oslo",4500000,47000,8032,4555032,2815,Leilighet,Andel,2,57 m²,57 m²,3,1975,E - rød,"Lys og oppusset 3-roms med stor og solrik balkong, heis og garasjeplass med mulighet for el-lading - Velkommen",PrivatMegleren Park
"Bogstadveien 9A, 0355 Oslo",2790000,81292,2871292,2115,0,Leilighet,Eier (Selveier),22 m²,22 m²,3,1937,F - mørkegrønn,,Lys og flott 1-roms selveier med meget attraktiv beliggenhet på Majorstuen - Fyring & v.vann inkl. - Balkong - Heis,PrivatMegleren Park
"Hovseterveien 40B, 0768 Oslo",4300000,200000,15526,4515526,2794,Leilighet,Andel,1,54 m²,54 m²,1,1972,E - rød,"Sjelden mulighet || Vestvendt og oppusset 2-roms med nydelig utsikt og solrik hage/terrasse, samt garasjeplass.",PrivatMegleren Park
"Alnafetgata 1B, 0192 Oslo",3450000,133325,101112,3684437,3270,Leilighet,Eier (Selveier),1,44 m²,44 m²,4,1904,F - rød,Svært lys og sjarmerende 2(3)-R selveierleilighet med flott utsikt i klassisk bygård. Behov for oppussing/modernisering,PrivatMegleren Park
"Colletts gate 13B, 0169 Oslo",9500000,68303,9900,9578203,3690,Leilighet,Aksje,2,91 m²,91 m²,4,1932,F - mørkegrønn,"Svært attraktivt beliggende 3/4-roms - Gjennomgående, stilren og påkostet med to balkonger, peis og garasjeleie.",PrivatMegleren Park
"Colletts gate 63, 0456 Oslo",5900000,77957,160962,6138919,3116,Leilighet,Eier (Selveier),2,69 m²,69 m²,2,1929,F - oransje,"Stilren 3-roms selveier i herlige omgivelser med peis, kjøkken/bad fra 2019/16. Sentralt beliggende på St.Hanshaugen",PrivatMegleren Park
"Haakon Tveters vei 49, 0686 Oslo",3500000,51000,15554,3566554,3013,Leilighet,Andel,1,58 m²,58 m²,2,1955,F - lysegrønn,"Lys og pen 2-roms med solrik, vestvendt balkong og flott utsikt. 3 min til T-bane. Fyring og bredbånd inkludert.",PrivatMegleren Première
"Elisenbergveien 35B, 0265 Oslo",4950000,30246,17910,4998156,1709,Leilighet,Aksje,2,47 m²,47 m²,1933,G - mørkegrønn,,MÅ OPPLEVES! Rålekker 3-roms med topp beliggenhet og god takhøyde. Usedvanlig lave kostnader!,PrivatMegleren Première
"Hagelundveien 10, 0963 Oslo",3190000,233000,97140,3520140,4041,Leilighet,Eier (Selveier),2,67 m²,67 m²,3,1954,G - oransje,Flott 3-roms selveier- og toppleilighet | Balkong | Kjøkken fra 2020 | 3 min unna Grorud senter og kollektivtransport!,PrivatMegleren Primera
"Regnbueveien 9, 0664 Oslo",3950000,123000,15526,4088526,3919,Leilighet,Andel,2,65 m²,72 m²,3,1952,D - rød,"Luftig 3 roms med sydvendt, innglasset balkong. Nye vinduer 2020. Ikea kjøkken 2018. Flislagt bad 2003.",PrivatMegleren Renommé
"Nedre Skogvei 5, 0281 Oslo",6650000,34000,178642,6862642,4621,Leilighet,Eier (Selveier),2,74 m²,74 m²,2,1989,F - rød,Bestum: 3-roms topp-/hjørneleilighet. Tilbaketrukket beliggenhet i rolig småhusområde. Nytt bad og solrik balkong,PrivatMegleren Renommé
"Dælenenggata 38D, 0567 Oslo",2800000,1165159,8060,3973219,5348,Leilighet,Andel,1,40 m²,40 m²,3,1897,G - rød,Delikat og gjennomgående 2-roms I Fantastisk beliggenhet I Solrik og hyggelig bakgård I Et perfekt førstegangskjøp!,PrivatMegleren Rodeløkka
"Korshagen 10 A, 2020 Skedsmokorset",4850000,127909,15554,4993463,4577,Leilighet,Andel,4,140 m²,146 m²,1969,G - rød,,"Romslig og koselig enderekkehus med fire soverom. Garasje, stor hage og skjermet terrasse. Meget populært område",PrivatMegleren Scenario
"Mørtelverksbakken 7, 0580 Oslo",4850000,132820,4982820,2321,0,Leilighet,Eier (Selveier),2,58 m²,58 m²,2,2017,B - mørkegrønn,Morderne 3-roms m/heis & garasjeplass | Pen & velholdt standard fra 2017 med nybygg-garanti | sør-vestvendt balkong,PrivatMegleren Ski-Ås
"Salg av kontraktsposisjon - L209 - Bleikerveien 70, 1386 Asker",5990000,101361,6091361,2897,0,Leilighet,Eier (Selveier),2,71 m²,74 m²,2,3,,Leilighet på Nedre Bleiker gård | Flott hjørneleilighet i 2. etasje | Garasje,PrivatMegleren Solli & Partnere
"Hjeratunet leil. B104, 2072 Dal",2490000,66762,2556762,1680,0,Leilighet,Eier (Selveier),1,48 m²,48 m²,1,2021,,Salg av kontraktsposisjon. 2-roms selveier med garasjeplass på Hjeratunet - estimert overtagelse 1-15 juli 2021.,PrivatMegleren Strømmen
"Hjeratunet leil. B203, 2072 Dal",2490000,66762,2556762,1680,0,Leilighet,Eier (Selveier),1,48 m²,48 m²,2,2021,,Salg av kontraktsposisjon. 2-roms selveier med garasjeplass på Hjeratunet - estimert overtagelse 1-15 juli 2021.,PrivatMegleren Strømmen
"Orrevegen 6, 2006 Løvenstad",3090000,144338,15526,3249864,5156,Leilighet,Andel,2,74 m²,82 m²,1,1968,G - mørkegrønn,"Stor 3-roms leilighet med sydvendt, innglasset balkong og gode solforhold. Kort vei til Lillestrøm, Strømmen og Oslo.",PrivatMegleren Strømmen
"Depotgata 27A, 2000 Lillestrøm",8950000,235292,9185292,3413,0,Leilighet,Eier (Selveier),2,91 m²,95 m²,4,2008,C - mørkegrønn,"Sjelden mulighet! Selveier med 2 solrike balkonger mot Nitelva. 2 garasjeplasser, heis og nydelig utsikt.",PrivatMegleren Strømmen
"Breidablikkbakken 3, 3911 Porsgrunn",2590000,795761,8032,3393793,6396,Leilighet,Andel,2,87 m²,95 m²,3,1983,F - rød,Romslig terrasseleilighet med fantastisk utsikt og nydelige solforhold - Stor terrasse - 2 gode soverom - Garasje,PrivatMegleren Telemark
"Sneltvedtkroken 9B, 3719 Skien",1890000,619026,8032,2517058,7177,Leilighet,Andel,2,98 m²,103 m²,1,2005,C - rød,Flott leilighet over 2 plan med gode sol- og utsiktsforhold - 2 bad - garasje - god standard,PrivatMegleren Telemark
"Klæbuveien 155 B, 7031 Trondheim",2990000,49418,6900,3046318,2334,Leilighet,Aksje,2,62 m²,62 m²,1.0,1948,G - oransje,Flott 3-roms med kun 10 minutters gange til NTNU. Solrik veranda. Parkering. Peis. Felles hage. 3 boder. Lave fellesutg.,PrivatMegleren Trondheim
"Danielsbakerveita 7, 7010 Trondheim",3190000,91320,3281320,3072,8400,Leilighet,Eier (Selveier),1,44 m²,44 m²,2,2004,D - mørkegrønn,Lekker og gjennomført 2-roms med skjermet beliggenhet i hjertet av sentrum. Oppusset i 2021. Heis. Fjernv. Takterrasse.,PrivatMegleren Trondheim
"Severin Kjærs vei 13A, 3117 Tønsberg",1650000,232000,8060,1890060,4391,Leilighet,Andel,1,42 m²,42 m²,2,1963,,"Gjennomgående, pen 2-roms med nyoppusset bad, solrik balkong og skjermet felleshage. Kort vei til sentrumskjernen!",PrivatMegleren Tønsberg
"Thereses gate 31B, 0354 Oslo",3290000,27808,15553,3333361,1967,Leilighet,Andel,34 m²,34 m²,1901,G - rød,1,,"Klassisk, moderne og tiltalende 1-roms rett ved idylliske Stensparken |Peis |P-mulighet |Perfekt førstegangskjøp!",PrivatMegleren Ullevål
"Skagetjernvegen 9, 5258 Blomsterdalen",3290000,93792,3383792,1857,14800,Leilighet,Eier (Selveier),3,76 m²,79 m²,1,2012,D - rød,Lys og attraktiv 4-roms leilighet med solrik uteplass og parkering i garasje. Lekeplass like ved.,PrivatMegleren Vikebø & Jørgensen
"Zetlitz' gate 10, 5006 Bergen",3190000,91292,3281292,1040,9362,Leilighet,Eier (Selveier),1,45 m²,45 m²,4,1910,G - rød,Lekker toppleilighet oppusset i nyere tid. Gulvareal på 54 kvm. Gangavstand til studieinstitusjoner og byens fasiliteter,PrivatMegleren Vikebø & Jørgensen
